cols,rows,inserted_rows,start_op,end_op,time_diff,operation,file_size(KB)
10,63000,3500,2022-08-03 16:31:01.614318,2022-08-03 16:33:16.845360,135.231042,INSERT,9616.0
10,63000,3500,2022-08-03 16:33:16.850346,2022-08-03 16:33:16.871290,0.020944,SELECT,9616.0
10,66600,3600,2022-08-03 16:33:16.876277,2022-08-03 16:35:29.605689,132.729412,INSERT,9616.0
10,66600,3600,2022-08-03 16:35:29.610678,2022-08-03 16:35:29.634652,0.023974,SELECT,9616.0
10,70300,3700,2022-08-03 16:35:29.639632,2022-08-03 16:37:53.013854,143.374222,INSERT,9616.0
10,70300,3700,2022-08-03 16:37:53.019851,2022-08-03 16:37:53.042781,0.02293,SELECT,9616.0
10,74100,3800,2022-08-03 16:37:53.048765,2022-08-03 16:40:13.271815,140.22305,INSERT,9616.0
10,74100,3800,2022-08-03 16:40:13.292764,2022-08-03 16:40:13.325676,0.032912,SELECT,9616.0
10,78000,3900,2022-08-03 16:40:13.331691,2022-08-03 16:42:37.880019,144.548328,INSERT,9616.0
10,78000,3900,2022-08-03 16:42:37.886005,2022-08-03 16:42:37.912933,0.026928,SELECT,9616.0
10,82000,4000,2022-08-03 16:42:37.918917,2022-08-03 16:45:11.310478,153.391561,INSERT,9616.0
10,82000,4000,2022-08-03 16:45:11.316384,2022-08-03 16:45:11.343343,0.026959,SELECT,9616.0
10,86100,4100,2022-08-03 16:45:11.349327,2022-08-03 16:47:47.138335,155.789008,INSERT,9616.0
10,86100,4100,2022-08-03 16:47:47.159274,2022-08-03 16:47:47.197171,0.037897,SELECT,9616.0
10,90300,4200,2022-08-03 16:47:47.204153,2022-08-03 16:50:22.389300,155.185147,INSERT,9616.0
10,90300,4200,2022-08-03 16:50:22.410291,2022-08-03 16:50:22.445186,0.034895,SELECT,9616.0
10,94600,4300,2022-08-03 16:50:22.452161,2022-08-03 16:53:08.349384,165.897223,INSERT,9616.0
10,94600,4300,2022-08-03 16:53:08.356185,2022-08-03 16:53:08.388067,0.031882,SELECT,9616.0
10,99000,4400,2022-08-03 16:53:08.395049,2022-08-03 16:55:50.855792,162.460743,INSERT,9616.0
10,99000,4400,2022-08-03 16:55:50.862518,2022-08-03 16:55:50.895436,0.032918,SELECT,9616.0
10,103500,4500,2022-08-03 16:55:50.902412,2022-08-03 16:58:37.018591,166.116179,INSERT,9616.0
10,103500,4500,2022-08-03 16:58:37.027606,2022-08-03 16:58:37.062470,0.034864,SELECT,9616.0
10,108100,4600,2022-08-03 16:58:37.069451,2022-08-03 17:01:31.712424,174.642973,INSERT,9616.0
10,108100,4600,2022-08-03 17:01:31.720450,2022-08-03 17:01:31.756521,0.036071,SELECT,9616.0
10,112800,4700,2022-08-03 17:01:31.764499,2022-08-03 17:04:33.213259,181.44876,INSERT,9812.0
10,112800,4700,2022-08-03 17:04:33.224218,2022-08-03 17:04:33.262117,0.037899,SELECT,9812.0
10,117600,4800,2022-08-03 17:04:33.269099,2022-08-03 17:07:30.370835,177.101736,INSERT,10228.0
10,117600,4800,2022-08-03 17:07:30.388792,2022-08-03 17:07:30.428685,0.039893,SELECT,10228.0
10,122500,4900,2022-08-03 17:07:30.435666,2022-08-03 17:10:36.490008,186.054342,INSERT,10660.0
10,122500,4900,2022-08-03 17:10:36.516941,2022-08-03 17:10:36.564811,0.04787,SELECT,10660.0
11,100,100,2022-08-03 17:10:36.837192,2022-08-03 17:10:40.617163,3.779971,INSERT,10660.0
11,100,100,2022-08-03 17:10:40.623151,2022-08-03 17:10:40.623151,0.0,SELECT,10660.0
11,300,200,2022-08-03 17:10:40.624149,2022-08-03 17:10:47.938907,7.314758,INSERT,10660.0
11,300,200,2022-08-03 17:10:47.945885,2022-08-03 17:10:47.946883,0.000998,SELECT,10660.0
11,600,300,2022-08-03 17:10:47.951869,2022-08-03 17:10:59.115666,11.163797,INSERT,10660.0
11,600,300,2022-08-03 17:10:59.120660,2022-08-03 17:10:59.121655,0.000995,SELECT,10660.0
11,1000,400,2022-08-03 17:10:59.122652,2022-08-03 17:11:13.871529,14.748877,INSERT,10660.0
11,1000,400,2022-08-03 17:11:13.873525,2022-08-03 17:11:13.873525,0.0,SELECT,10660.0
11,1500,500,2022-08-03 17:11:13.875520,2022-08-03 17:11:32.392969,18.517449,INSERT,10660.0
11,1500,500,2022-08-03 17:11:32.398959,2022-08-03 17:11:32.399957,0.000998,SELECT,10660.0
11,2100,600,2022-08-03 17:11:32.403946,2022-08-03 17:11:54.601761,22.197815,INSERT,10660.0
11,2100,600,2022-08-03 17:11:54.609746,2022-08-03 17:11:54.612737,0.002991,SELECT,10660.0
11,2800,700,2022-08-03 17:11:54.618722,2022-08-03 17:12:20.502788,25.884066,INSERT,10660.0
11,2800,700,2022-08-03 17:12:20.504786,2022-08-03 17:12:20.505783,0.000997,SELECT,10660.0
11,3600,800,2022-08-03 17:12:20.507778,2022-08-03 17:12:50.091067,29.583289,INSERT,10660.0
11,3600,800,2022-08-03 17:12:50.096081,2022-08-03 17:12:50.097048,0.000967,SELECT,10660.0
11,4500,900,2022-08-03 17:12:50.098076,2022-08-03 17:13:23.377214,33.279138,INSERT,10660.0
11,4500,900,2022-08-03 17:13:23.389181,2022-08-03 17:13:23.393169,0.003988,SELECT,10660.0
11,5500,1000,2022-08-03 17:13:23.397163,2022-08-03 17:14:05.861530,42.464367,INSERT,10660.0
11,5500,1000,2022-08-03 17:14:05.863527,2022-08-03 17:14:05.865522,0.001995,SELECT,10660.0
11,6600,1100,2022-08-03 17:14:05.866520,2022-08-03 17:14:46.564257,40.697737,INSERT,10660.0
11,6600,1100,2022-08-03 17:14:46.578056,2022-08-03 17:14:46.583041,0.004985,SELECT,10660.0
11,7800,1200,2022-08-03 17:14:46.585036,2022-08-03 17:15:30.938329,44.353293,INSERT,10660.0
11,7800,1200,2022-08-03 17:15:30.943344,2022-08-03 17:15:30.945340,0.001996,SELECT,10660.0
11,9100,1300,2022-08-03 17:15:30.946337,2022-08-03 17:16:19.179949,48.233612,INSERT,10660.0
11,9100,1300,2022-08-03 17:16:19.186928,2022-08-03 17:16:19.196899,0.009971,SELECT,10660.0
11,10500,1400,2022-08-03 17:16:19.200888,2022-08-03 17:17:12.347840,53.146952,INSERT,10660.0
11,10500,1400,2022-08-03 17:17:12.355826,2022-08-03 17:17:12.360803,0.004977,SELECT,10660.0
11,12000,1500,2022-08-03 17:17:12.362819,2022-08-03 17:18:07.851955,55.489136,INSERT,10660.0
11,12000,1500,2022-08-03 17:18:07.859934,2022-08-03 17:18:07.870928,0.010994,SELECT,10660.0
11,13600,1600,2022-08-03 17:18:07.872894,2022-08-03 17:19:07.023400,59.150506,INSERT,10660.0
11,13600,1600,2022-08-03 17:19:07.027424,2022-08-03 17:19:07.036363,0.008939,SELECT,10660.0
11,15300,1700,2022-08-03 17:19:07.039387,2022-08-03 17:20:09.917529,62.878142,INSERT,10660.0
11,15300,1700,2022-08-03 17:20:09.924557,2022-08-03 17:20:09.941498,0.016941,SELECT,10660.0
11,17100,1800,2022-08-03 17:20:09.944490,2022-08-03 17:21:22.374198,72.429708,INSERT,10660.0
11,17100,1800,2022-08-03 17:21:22.377238,2022-08-03 17:21:22.382224,0.004986,SELECT,10660.0
11,19000,1900,2022-08-03 17:21:22.384219,2022-08-03 17:22:32.748968,70.364749,INSERT,10660.0
11,19000,1900,2022-08-03 17:22:32.756952,2022-08-03 17:22:32.773905,0.016953,SELECT,10660.0
11,21000,2000,2022-08-03 17:22:32.776897,2022-08-03 17:23:46.506952,73.730055,INSERT,10660.0
11,21000,2000,2022-08-03 17:23:46.509948,2022-08-03 17:23:46.516954,0.007006,SELECT,10660.0
11,23100,2100,2022-08-03 17:23:46.519946,2022-08-03 17:25:10.405379,83.885433,INSERT,10660.0
11,23100,2100,2022-08-03 17:25:10.411406,2022-08-03 17:25:10.424371,0.012965,SELECT,10660.0
11,25300,2200,2022-08-03 17:25:10.428324,2022-08-03 17:26:33.814961,83.386637,INSERT,10660.0
11,25300,2200,2022-08-03 17:26:33.817951,2022-08-03 17:26:33.826927,0.008976,SELECT,10660.0
11,27600,2300,2022-08-03 17:26:33.829919,2022-08-03 17:27:58.661100,84.831181,INSERT,10660.0
11,27600,2300,2022-08-03 17:27:58.664094,2022-08-03 17:27:58.674066,0.009972,SELECT,10660.0
11,30000,2400,2022-08-03 17:27:58.677059,2022-08-03 17:29:27.395471,88.718412,INSERT,10660.0
11,30000,2400,2022-08-03 17:29:27.402450,2022-08-03 17:29:27.412423,0.009973,SELECT,10660.0
11,32500,2500,2022-08-03 17:29:27.416443,2022-08-03 17:30:59.461140,92.044697,INSERT,10660.0
11,32500,2500,2022-08-03 17:30:59.476106,2022-08-03 17:30:59.498046,0.02194,SELECT,10660.0
11,35100,2600,2022-08-03 17:30:59.502035,2022-08-03 17:32:41.046027,101.543992,INSERT,10660.0
11,35100,2600,2022-08-03 17:32:41.053031,2022-08-03 17:32:41.065007,0.011976,SELECT,10660.0
11,37800,2700,2022-08-03 17:32:41.067991,2022-08-03 17:34:20.597658,99.529667,INSERT,10660.0
11,37800,2700,2022-08-03 17:34:20.601653,2022-08-03 17:34:20.615614,0.013961,SELECT,10660.0
11,40600,2800,2022-08-03 17:34:20.619635,2022-08-03 17:36:11.285219,110.665584,INSERT,10660.0
11,40600,2800,2022-08-03 17:36:11.300176,2022-08-03 17:36:11.324111,0.023935,SELECT,10660.0
11,43500,2900,2022-08-03 17:36:11.329098,2022-08-03 17:37:58.420392,107.091294,INSERT,10660.0
11,43500,2900,2022-08-03 17:37:58.436356,2022-08-03 17:37:58.460291,0.023935,SELECT,10660.0
11,46500,3000,2022-08-03 17:37:58.464280,2022-08-03 17:39:52.311076,113.846796,INSERT,10660.0
11,46500,3000,2022-08-03 17:39:52.316063,2022-08-03 17:39:52.334041,0.017978,SELECT,10660.0
11,49600,3100,2022-08-03 17:39:52.339004,2022-08-03 17:41:46.672726,114.333722,INSERT,10660.0
11,49600,3100,2022-08-03 17:41:46.690683,2022-08-03 17:41:46.718607,0.027924,SELECT,10660.0
11,52800,3200,2022-08-03 17:41:46.723594,2022-08-03 17:43:49.545769,122.822175,INSERT,10660.0
11,52800,3200,2022-08-03 17:43:49.550645,2022-08-03 17:43:49.569594,0.018949,SELECT,10660.0
11,56100,3300,2022-08-03 17:43:49.574618,2022-08-03 17:45:51.404664,121.830046,INSERT,10660.0
11,56100,3300,2022-08-03 17:45:51.423655,2022-08-03 17:45:51.453566,0.029911,SELECT,10660.0
11,59500,3400,2022-08-03 17:45:51.458549,2022-08-03 17:48:04.079708,132.621159,INSERT,10660.0
11,59500,3400,2022-08-03 17:48:04.101647,2022-08-03 17:48:04.127616,0.025969,SELECT,10660.0
11,63000,3500,2022-08-03 17:48:04.133561,2022-08-03 17:50:13.754706,129.621145,INSERT,10660.0
11,63000,3500,2022-08-03 17:50:13.765708,2022-08-03 17:50:13.796595,0.030887,SELECT,10660.0
11,66600,3600,2022-08-03 17:50:13.803574,2022-08-03 17:52:26.879554,133.07598,INSERT,10660.0
11,66600,3600,2022-08-03 17:52:26.885540,2022-08-03 17:52:26.908478,0.022938,SELECT,10660.0
11,70300,3700,2022-08-03 17:52:26.914464,2022-08-03 17:54:52.256668,145.342204,INSERT,10660.0
11,70300,3700,2022-08-03 17:54:52.273631,2022-08-03 17:54:52.298602,0.024971,SELECT,10660.0
11,74100,3800,2022-08-03 17:54:52.304549,2022-08-03 17:57:14.379500,142.074951,INSERT,10660.0
11,74100,3800,2022-08-03 17:57:14.385485,2022-08-03 17:57:14.411416,0.025931,SELECT,10660.0
11,78000,3900,2022-08-03 17:57:14.417400,2022-08-03 17:59:43.379364,148.961964,INSERT,10660.0
11,78000,3900,2022-08-03 17:59:43.388340,2022-08-03 17:59:43.416302,0.027962,SELECT,10660.0
11,82000,4000,2022-08-03 17:59:43.422281,2022-08-03 18:02:11.617982,148.195701,INSERT,10660.0
11,82000,4000,2022-08-03 18:02:11.640918,2022-08-03 18:02:11.676821,0.035903,SELECT,10660.0
11,86100,4100,2022-08-03 18:02:11.683803,2022-08-03 18:04:46.150567,154.466764,INSERT,10660.0
11,86100,4100,2022-08-03 18:04:46.168538,2022-08-03 18:04:46.198427,0.029889,SELECT,10660.0
11,90300,4200,2022-08-03 18:04:46.205409,2022-08-03 18:07:24.409538,158.204129,INSERT,10660.0
11,90300,4200,2022-08-03 18:07:24.426486,2022-08-03 18:07:24.484369,0.057883,SELECT,10660.0
11,94600,4300,2022-08-03 18:07:24.491345,2022-08-03 18:10:13.994488,169.503143,INSERT,10660.0
11,94600,4300,2022-08-03 18:10:14.002467,2022-08-03 18:10:14.036376,0.033909,SELECT,10660.0
11,99000,4400,2022-08-03 18:10:14.043388,2022-08-03 18:12:56.912725,162.869337,INSERT,10660.0
11,99000,4400,2022-08-03 18:12:56.920706,2022-08-03 18:12:56.955612,0.034906,SELECT,10660.0
11,103500,4500,2022-08-03 18:12:56.962593,2022-08-03 18:15:47.569275,170.606682,INSERT,10660.0
11,103500,4500,2022-08-03 18:15:47.569275,2022-08-03 18:15:47.600255,0.03098,SELECT,10660.0
11,108100,4600,2022-08-03 18:15:47.615876,2022-08-03 18:18:38.714718,171.098842,INSERT,10660.0
11,108100,4600,2022-08-03 18:18:38.742662,2022-08-03 18:18:38.785559,0.042897,SELECT,10660.0
11,112800,4700,2022-08-03 18:18:38.792537,2022-08-03 18:21:40.739700,181.947163,INSERT,10744.0
11,112800,4700,2022-08-03 18:21:40.748675,2022-08-03 18:21:40.789072,0.040397,SELECT,10744.0
11,117600,4800,2022-08-03 18:21:40.797051,2022-08-03 18:24:42.823888,182.026837,INSERT,11200.0
11,117600,4800,2022-08-03 18:24:42.834895,2022-08-03 18:24:42.874794,0.039899,SELECT,11200.0
11,122500,4900,2022-08-03 18:24:42.883732,2022-08-03 18:27:48.802845,185.919113,INSERT,11668.0
11,122500,4900,2022-08-03 18:27:48.810826,2022-08-03 18:27:48.852714,0.041888,SELECT,11668.0
12,100,100,2022-08-03 18:27:48.938746,2022-08-03 18:27:52.581931,3.643185,INSERT,11668.0
12,100,100,2022-08-03 18:27:52.583928,2022-08-03 18:27:52.583928,0.0,SELECT,11668.0
12,300,200,2022-08-03 18:27:52.584927,2022-08-03 18:27:59.960389,7.375462,INSERT,11668.0
12,300,200,2022-08-03 18:27:59.968375,2022-08-03 18:27:59.968375,0.0,SELECT,11668.0
12,600,300,2022-08-03 18:27:59.974358,2022-08-03 18:28:11.059605,11.085247,INSERT,11668.0
12,600,300,2022-08-03 18:28:11.067591,2022-08-03 18:28:11.068588,0.000997,SELECT,11668.0
12,1000,400,2022-08-03 18:28:11.074573,2022-08-03 18:28:25.779032,14.704459,INSERT,11668.0
12,1000,400,2022-08-03 18:28:25.784026,2022-08-03 18:28:25.785022,0.000996,SELECT,11668.0
12,1500,500,2022-08-03 18:28:25.787016,2022-08-03 18:28:44.313768,18.526752,INSERT,11668.0
12,1500,500,2022-08-03 18:28:44.315764,2022-08-03 18:28:44.315764,0.0,SELECT,11668.0
12,2100,600,2022-08-03 18:28:44.318756,2022-08-03 18:29:06.466479,22.147723,INSERT,11668.0
12,2100,600,2022-08-03 18:29:06.468474,2022-08-03 18:29:06.469471,0.000997,SELECT,11668.0
12,2800,700,2022-08-03 18:29:06.471464,2022-08-03 18:29:32.406279,25.934815,INSERT,11668.0
12,2800,700,2022-08-03 18:29:32.408270,2022-08-03 18:29:32.409267,0.000997,SELECT,11668.0
12,3600,800,2022-08-03 18:29:32.410264,2022-08-03 18:30:04.641494,32.23123,INSERT,11668.0
12,3600,800,2022-08-03 18:30:04.643494,2022-08-03 18:30:04.644035,0.000541,SELECT,11668.0
12,4500,900,2022-08-03 18:30:04.645994,2022-08-03 18:30:41.154679,36.508685,INSERT,11668.0
12,4500,900,2022-08-03 18:30:41.155678,2022-08-03 18:30:41.157673,0.001995,SELECT,11668.0
12,5500,1000,2022-08-03 18:30:41.158670,2022-08-03 18:31:18.006524,36.847854,INSERT,11668.0
12,5500,1000,2022-08-03 18:31:18.007524,2022-08-03 18:31:18.009518,0.001994,SELECT,11668.0
12,6600,1100,2022-08-03 18:31:18.011514,2022-08-03 18:31:58.861103,40.849589,INSERT,11668.0
12,6600,1100,2022-08-03 18:31:58.862103,2022-08-03 18:31:58.865094,0.002991,SELECT,11668.0
12,7800,1200,2022-08-03 18:31:58.866091,2022-08-03 18:32:43.216419,44.350328,INSERT,11668.0
12,7800,1200,2022-08-03 18:32:43.219407,2022-08-03 18:32:43.223400,0.003993,SELECT,11668.0
12,9100,1300,2022-08-03 18:32:43.226389,2022-08-03 18:33:31.547505,48.321116,INSERT,11668.0
12,9100,1300,2022-08-03 18:33:31.549499,2022-08-03 18:33:31.552490,0.002991,SELECT,11668.0
12,10500,1400,2022-08-03 18:33:31.554485,2022-08-03 18:34:23.323636,51.769151,INSERT,11668.0
12,10500,1400,2022-08-03 18:34:23.330654,2022-08-03 18:34:23.340629,0.009975,SELECT,11668.0
12,12000,1500,2022-08-03 18:34:23.343617,2022-08-03 18:35:18.819756,55.476139,INSERT,11668.0
12,12000,1500,2022-08-03 18:35:18.821678,2022-08-03 18:35:18.825667,0.003989,SELECT,11668.0
12,13600,1600,2022-08-03 18:35:18.827629,2022-08-03 18:36:17.848426,59.020797,INSERT,11668.0
12,13600,1600,2022-08-03 18:36:17.855440,2022-08-03 18:36:17.869414,0.013974,SELECT,11668.0
12,15300,1700,2022-08-03 18:36:17.872394,2022-08-03 18:37:26.673563,68.801169,INSERT,11668.0
12,15300,1700,2022-08-03 18:37:26.680560,2022-08-03 18:37:26.695512,0.014952,SELECT,11668.0
12,17100,1800,2022-08-03 18:37:26.698502,2022-08-03 18:38:33.303797,66.605295,INSERT,11668.0
12,17100,1800,2022-08-03 18:38:33.311774,2022-08-03 18:38:33.326732,0.014958,SELECT,11668.0
12,19000,1900,2022-08-03 18:38:33.328727,2022-08-03 18:39:43.488954,70.160227,INSERT,11668.0
12,19000,1900,2022-08-03 18:39:43.500929,2022-08-03 18:39:43.520874,0.019945,SELECT,11668.0
12,21000,2000,2022-08-03 18:39:43.524863,2022-08-03 18:40:59.140816,75.615953,INSERT,11668.0
12,21000,2000,2022-08-03 18:40:59.147801,2022-08-03 18:40:59.154782,0.006981,SELECT,11668.0
12,23100,2100,2022-08-03 18:40:59.157774,2022-08-03 18:42:22.384433,83.226659,INSERT,11668.0
12,23100,2100,2022-08-03 18:42:22.388422,2022-08-03 18:42:22.396439,0.008017,SELECT,11668.0
12,25300,2200,2022-08-03 18:42:22.399393,2022-08-03 18:43:43.652170,81.252777,INSERT,11668.0
12,25300,2200,2022-08-03 18:43:43.655162,2022-08-03 18:43:43.665136,0.009974,SELECT,11668.0
12,27600,2300,2022-08-03 18:43:43.668128,2022-08-03 18:45:13.849030,90.180902,INSERT,11668.0
12,27600,2300,2022-08-03 18:45:13.852058,2022-08-03 18:45:13.862995,0.010937,SELECT,11668.0
12,30000,2400,2022-08-03 18:45:13.866986,2022-08-03 18:46:42.682246,88.81526,INSERT,11668.0
12,30000,2400,2022-08-03 18:46:42.695250,2022-08-03 18:46:42.716187,0.020937,SELECT,11668.0
12,32500,2500,2022-08-03 18:46:42.720173,2022-08-03 18:48:15.147895,92.427722,INSERT,11668.0
12,32500,2500,2022-08-03 18:48:15.163851,2022-08-03 18:48:15.179808,0.015957,SELECT,11668.0
12,35100,2600,2022-08-03 18:48:15.183796,2022-08-03 18:49:54.188939,99.005143,INSERT,11668.0
12,35100,2600,2022-08-03 18:49:54.204934,2022-08-03 18:49:54.227863,0.022929,SELECT,11668.0
12,37800,2700,2022-08-03 18:49:54.232818,2022-08-03 18:51:33.957068,99.72425,INSERT,11668.0
12,37800,2700,2022-08-03 18:51:33.962050,2022-08-03 18:51:33.976012,0.013962,SELECT,11668.0
12,40600,2800,2022-08-03 18:51:33.980002,2022-08-03 18:53:25.554397,111.574395,INSERT,11668.0
12,40600,2800,2022-08-03 18:53:25.559364,2022-08-03 18:53:25.574326,0.014962,SELECT,11668.0
12,43500,2900,2022-08-03 18:53:25.579311,2022-08-03 18:55:12.747077,107.167766,INSERT,11668.0
12,43500,2900,2022-08-03 18:55:12.756060,2022-08-03 18:55:12.772017,0.015957,SELECT,11668.0
12,46500,3000,2022-08-03 18:55:12.776008,2022-08-03 18:57:09.833262,117.057254,INSERT,11668.0
12,46500,3000,2022-08-03 18:57:09.851261,2022-08-03 18:57:09.869162,0.017901,SELECT,11668.0
12,49600,3100,2022-08-03 18:57:09.874149,2022-08-03 18:59:04.867047,114.992898,INSERT,11668.0
12,49600,3100,2022-08-03 18:59:04.876028,2022-08-03 18:59:04.894978,0.01895,SELECT,11668.0
12,52800,3200,2022-08-03 18:59:04.899963,2022-08-03 19:01:03.453396,118.553433,INSERT,11668.0
12,52800,3200,2022-08-03 19:01:03.458418,2022-08-03 19:01:03.478369,0.019951,SELECT,11668.0
12,56100,3300,2022-08-03 19:01:03.484357,2022-08-03 19:03:07.269813,123.785456,INSERT,11668.0
12,56100,3300,2022-08-03 19:03:07.276794,2022-08-03 19:03:07.300730,0.023936,SELECT,11668.0
12,59500,3400,2022-08-03 19:03:07.306715,2022-08-03 19:05:18.532763,131.226048,INSERT,11668.0
12,59500,3400,2022-08-03 19:05:18.537779,2022-08-03 19:05:18.559688,0.021909,SELECT,11668.0
12,63000,3500,2022-08-03 19:05:18.566670,2022-08-03 19:07:34.543177,135.976507,INSERT,11668.0
12,63000,3500,2022-08-03 19:07:34.549161,2022-08-03 19:07:34.573133,0.023972,SELECT,11668.0
12,66600,3600,2022-08-03 19:07:34.578115,2022-08-03 19:09:47.964840,133.386725,INSERT,11668.0
12,66600,3600,2022-08-03 19:09:47.985817,2022-08-03 19:09:48.011742,0.025925,SELECT,11668.0
12,70300,3700,2022-08-03 19:09:48.017733,2022-08-03 19:12:07.971060,139.953327,INSERT,11668.0
12,70300,3700,2022-08-03 19:12:07.985021,2022-08-03 19:12:08.011950,0.026929,SELECT,11668.0
12,74100,3800,2022-08-03 19:12:08.018930,2022-08-03 19:14:36.058957,148.040027,INSERT,11668.0
12,74100,3800,2022-08-03 19:14:36.082941,2022-08-03 19:14:36.115841,0.0329,SELECT,11668.0
12,78000,3900,2022-08-03 19:14:36.121819,2022-08-03 19:17:02.436035,146.314216,INSERT,11668.0
12,78000,3900,2022-08-03 19:17:02.442021,2022-08-03 19:17:02.471979,0.029958,SELECT,11668.0
12,82000,4000,2022-08-03 19:17:02.478923,2022-08-03 19:19:39.807906,157.328983,INSERT,11668.0
12,82000,4000,2022-08-03 19:19:39.830851,2022-08-03 19:19:39.869785,0.038934,SELECT,11668.0
12,86100,4100,2022-08-03 19:19:39.875762,2022-08-03 19:22:11.375899,151.500137,INSERT,11668.0
12,86100,4100,2022-08-03 19:22:11.398846,2022-08-03 19:22:11.437741,0.038895,SELECT,11668.0
12,90300,4200,2022-08-03 19:22:11.444755,2022-08-03 19:24:46.506621,155.061866,INSERT,11668.0
12,90300,4200,2022-08-03 19:24:46.513606,2022-08-03 19:24:46.547548,0.033942,SELECT,11668.0
12,94600,4300,2022-08-03 19:24:46.555494,2022-08-03 19:27:34.919188,168.363694,INSERT,11668.0
12,94600,4300,2022-08-03 19:27:34.942123,2022-08-03 19:27:34.978065,0.035942,SELECT,11668.0
12,99000,4400,2022-08-03 19:27:34.985040,2022-08-03 19:30:22.636665,167.651625,INSERT,11668.0
12,99000,4400,2022-08-03 19:30:22.660606,2022-08-03 19:30:22.704530,0.043924,SELECT,11668.0
12,103500,4500,2022-08-03 19:30:22.711501,2022-08-03 19:33:08.932678,166.221177,INSERT,11668.0
12,103500,4500,2022-08-03 19:33:08.956603,2022-08-03 19:33:09.002479,0.045876,SELECT,11668.0
12,108100,4600,2022-08-03 19:33:09.010460,2022-08-03 19:36:06.114996,177.104536,INSERT,11668.0
12,108100,4600,2022-08-03 19:36:06.137975,2022-08-03 19:36:06.188803,0.050828,SELECT,11668.0
12,112800,4700,2022-08-03 19:36:06.197779,2022-08-03 19:39:01.182211,174.984432,INSERT,11868.0
12,112800,4700,2022-08-03 19:39:01.211128,2022-08-03 19:39:01.259034,0.047906,SELECT,11868.0
12,117600,4800,2022-08-03 19:39:01.268007,2022-08-03 19:42:04.824954,183.556947,INSERT,12376.0
12,117600,4800,2022-08-03 19:42:04.834929,2022-08-03 19:42:04.876817,0.041888,SELECT,12376.0
12,122500,4900,2022-08-03 19:42:04.885793,2022-08-03 19:45:06.054049,181.168256,INSERT,12892.0
12,122500,4900,2022-08-03 19:45:06.083974,2022-08-03 19:45:06.133841,0.049867,SELECT,12892.0
13,100,100,2022-08-03 19:45:06.268025,2022-08-03 19:45:09.929896,3.661871,INSERT,12892.0
13,100,100,2022-08-03 19:45:09.937889,2022-08-03 19:45:09.937889,0.0,SELECT,12892.0
13,300,200,2022-08-03 19:45:09.943872,2022-08-03 19:45:17.391278,7.447406,INSERT,12892.0
13,300,200,2022-08-03 19:45:17.393233,2022-08-03 19:45:17.393233,0.0,SELECT,12892.0
13,600,300,2022-08-03 19:45:17.395228,2022-08-03 19:45:28.414462,11.019234,INSERT,12892.0
13,600,300,2022-08-03 19:45:28.419455,2022-08-03 19:45:28.420449,0.000994,SELECT,12892.0
13,1000,400,2022-08-03 19:45:28.422444,2022-08-03 19:45:43.168540,14.746096,INSERT,12892.0
13,1000,400,2022-08-03 19:45:43.175568,2022-08-03 19:45:43.177551,0.001983,SELECT,12892.0
13,1500,500,2022-08-03 19:45:43.184494,2022-08-03 19:46:02.586788,19.402294,INSERT,12892.0
13,1500,500,2022-08-03 19:46:02.594773,2022-08-03 19:46:02.596766,0.001993,SELECT,12892.0
13,2100,600,2022-08-03 19:46:02.603748,2022-08-03 19:46:29.450586,26.846838,INSERT,12892.0
13,2100,600,2022-08-03 19:46:29.452241,2022-08-03 19:46:29.453237,0.000996,SELECT,12892.0
13,2800,700,2022-08-03 19:46:29.454235,2022-08-03 19:46:55.323660,25.869425,INSERT,12892.0
13,2800,700,2022-08-03 19:46:55.325467,2022-08-03 19:46:55.326458,0.000991,SELECT,12892.0
13,3600,800,2022-08-03 19:46:55.328453,2022-08-03 19:47:24.866463,29.53801,INSERT,12892.0
13,3600,800,2022-08-03 19:47:24.869289,2022-08-03 19:47:24.871284,0.001995,SELECT,12892.0
13,4500,900,2022-08-03 19:47:24.872281,2022-08-03 19:47:58.115411,33.24313,INSERT,12892.0
13,4500,900,2022-08-03 19:47:58.122392,2022-08-03 19:47:58.130369,0.007977,SELECT,12892.0
13,5500,1000,2022-08-03 19:47:58.135356,2022-08-03 19:48:35.201246,37.06589,INSERT,12892.0
13,5500,1000,2022-08-03 19:48:35.203279,2022-08-03 19:48:35.206271,0.002992,SELECT,12892.0
13,6600,1100,2022-08-03 19:48:35.207265,2022-08-03 19:49:15.725045,40.51778,INSERT,12892.0
13,6600,1100,2022-08-03 19:49:15.733031,2022-08-03 19:49:15.743003,0.009972,SELECT,12892.0
13,7800,1200,2022-08-03 19:49:15.746992,2022-08-03 19:50:00.168090,44.421098,INSERT,12892.0
13,7800,1200,2022-08-03 19:50:00.170091,2022-08-03 19:50:00.173083,0.002992,SELECT,12892.0
13,9100,1300,2022-08-03 19:50:00.174080,2022-08-03 19:50:53.586971,53.412891,INSERT,12892.0
13,9100,1300,2022-08-03 19:50:53.594956,2022-08-03 19:50:53.606922,0.011966,SELECT,12892.0
13,10500,1400,2022-08-03 19:50:53.609915,2022-08-03 19:51:46.271574,52.661659,INSERT,12892.0
13,10500,1400,2022-08-03 19:51:46.273573,2022-08-03 19:51:46.277562,0.003989,SELECT,12892.0
13,12000,1500,2022-08-03 19:51:46.278559,2022-08-03 19:52:41.786367,55.507808,INSERT,12892.0
