cols,rows,inserted_rows,start_op,end_op,time_diff,operation
23,23100,2100,2023-02-03 07:46:17.740970,2023-02-03 07:46:17.741962,0.000992,SELECT
23,25300,2200,2023-02-03 07:46:17.747954,2023-02-03 07:46:18.098744,0.35079,INSERT
23,25300,2200,2023-02-03 07:46:18.106728,2023-02-03 07:46:18.107721,0.000993,SELECT
23,27600,2300,2023-02-03 07:46:18.115698,2023-02-03 07:46:18.417891,0.302193,INSERT
23,27600,2300,2023-02-03 07:46:18.425868,2023-02-03 07:46:18.425868,0.0,SELECT
23,30000,2400,2023-02-03 07:46:18.433851,2023-02-03 07:46:18.729065,0.295214,INSERT
23,30000,2400,2023-02-03 07:46:18.736058,2023-02-03 07:46:18.737050,0.000992,SELECT
23,32500,2500,2023-02-03 07:46:18.744018,2023-02-03 07:46:19.097597,0.353579,INSERT
23,32500,2500,2023-02-03 07:46:19.111564,2023-02-03 07:46:19.111564,0.0,SELECT
23,35100,2600,2023-02-03 07:46:19.124525,2023-02-03 07:46:19.477965,0.35344,INSERT
23,35100,2600,2023-02-03 07:46:19.485943,2023-02-03 07:46:19.485943,0.0,SELECT
23,37800,2700,2023-02-03 07:46:19.494915,2023-02-03 07:46:19.827031,0.332116,INSERT
23,37800,2700,2023-02-03 07:46:19.834016,2023-02-03 07:46:19.834016,0.0,SELECT
23,40600,2800,2023-02-03 07:46:19.842020,2023-02-03 07:46:20.211002,0.368982,INSERT
23,40600,2800,2023-02-03 07:46:20.218979,2023-02-03 07:46:20.218979,0.0,SELECT
23,43500,2900,2023-02-03 07:46:20.230947,2023-02-03 07:46:20.560824,0.329877,INSERT
23,43500,2900,2023-02-03 07:46:20.569799,2023-02-03 07:46:20.570798,0.000999,SELECT
23,46500,3000,2023-02-03 07:46:20.578776,2023-02-03 07:46:20.932866,0.35409,INSERT
23,46500,3000,2023-02-03 07:46:20.938850,2023-02-03 07:46:20.938850,0.0,SELECT
23,49600,3100,2023-02-03 07:46:20.946829,2023-02-03 07:46:21.308508,0.361679,INSERT
23,49600,3100,2023-02-03 07:46:21.317483,2023-02-03 07:46:21.318479,0.000996,SELECT
23,52800,3200,2023-02-03 07:46:21.327456,2023-02-03 07:46:21.713307,0.385851,INSERT
23,52800,3200,2023-02-03 07:46:21.722303,2023-02-03 07:46:21.722303,0.0,SELECT
23,56100,3300,2023-02-03 07:46:21.732277,2023-02-03 07:46:22.172063,0.439786,INSERT
23,56100,3300,2023-02-03 07:46:22.185027,2023-02-03 07:46:22.186023,0.000996,SELECT
23,59500,3400,2023-02-03 07:46:22.199010,2023-02-03 07:46:22.634481,0.435471,INSERT
23,59500,3400,2023-02-03 07:46:22.644454,2023-02-03 07:46:22.644454,0.0,SELECT
23,63000,3500,2023-02-03 07:46:22.657426,2023-02-03 07:46:23.084031,0.426605,INSERT
23,63000,3500,2023-02-03 07:46:23.095999,2023-02-03 07:46:23.095999,0.0,SELECT
23,66600,3600,2023-02-03 07:46:23.107968,2023-02-03 07:46:23.573132,0.465164,INSERT
23,66600,3600,2023-02-03 07:46:23.584111,2023-02-03 07:46:23.585107,0.000996,SELECT
23,70300,3700,2023-02-03 07:46:23.596098,2023-02-03 07:46:24.046134,0.450036,INSERT
23,70300,3700,2023-02-03 07:46:24.058101,2023-02-03 07:46:24.058101,0.0,SELECT
23,74100,3800,2023-02-03 07:46:24.071078,2023-02-03 07:46:24.580102,0.509024,INSERT
23,74100,3800,2023-02-03 07:46:24.594062,2023-02-03 07:46:24.594062,0.0,SELECT
23,78000,3900,2023-02-03 07:46:24.608032,2023-02-03 07:46:25.096021,0.487989,INSERT
23,78000,3900,2023-02-03 07:46:25.107980,2023-02-03 07:46:25.107980,0.0,SELECT
23,82000,4000,2023-02-03 07:46:25.120981,2023-02-03 07:46:25.633197,0.512216,INSERT
23,82000,4000,2023-02-03 07:46:25.647166,2023-02-03 07:46:25.647166,0.0,SELECT
23,86100,4100,2023-02-03 07:46:25.662118,2023-02-03 07:46:26.115899,0.453781,INSERT
23,86100,4100,2023-02-03 07:46:26.129861,2023-02-03 07:46:26.129861,0.0,SELECT
23,90300,4200,2023-02-03 07:46:26.142828,2023-02-03 07:46:26.641806,0.498978,INSERT
23,90300,4200,2023-02-03 07:46:26.654770,2023-02-03 07:46:26.654770,0.0,SELECT
23,94600,4300,2023-02-03 07:46:26.668732,2023-02-03 07:46:27.243197,0.574465,INSERT
23,94600,4300,2023-02-03 07:46:27.259155,2023-02-03 07:46:27.261153,0.001998,SELECT
23,99000,4400,2023-02-03 07:46:27.280097,2023-02-03 07:46:27.834460,0.554363,INSERT
23,99000,4400,2023-02-03 07:46:27.847425,2023-02-03 07:46:27.847425,0.0,SELECT
23,103500,4500,2023-02-03 07:46:27.860391,2023-02-03 07:46:28.432873,0.572482,INSERT
23,103500,4500,2023-02-03 07:46:28.449837,2023-02-03 07:46:28.450828,0.000991,SELECT
23,108100,4600,2023-02-03 07:46:28.465788,2023-02-03 07:46:29.062210,0.596422,INSERT
23,108100,4600,2023-02-03 07:46:29.080163,2023-02-03 07:46:29.080163,0.0,SELECT
23,112800,4700,2023-02-03 07:46:29.096154,2023-02-03 07:46:29.754414,0.65826,INSERT
23,112800,4700,2023-02-03 07:46:29.771368,2023-02-03 07:46:29.772365,0.000997,SELECT
23,117600,4800,2023-02-03 07:46:29.788319,2023-02-03 07:46:30.411703,0.623384,INSERT
23,117600,4800,2023-02-03 07:46:30.428651,2023-02-03 07:46:30.429051,0.0004,SELECT
23,122500,4900,2023-02-03 07:46:30.447045,2023-02-03 07:46:31.029450,0.582405,INSERT
23,122500,4900,2023-02-03 07:46:31.047400,2023-02-03 07:46:31.047400,0.0,SELECT
24,100,100,2023-02-03 07:46:31.068381,2023-02-03 07:46:31.086402,0.018021,INSERT
24,100,100,2023-02-03 07:46:31.089393,2023-02-03 07:46:31.090393,0.001,SELECT
24,300,200,2023-02-03 07:46:31.094386,2023-02-03 07:46:31.120459,0.026073,INSERT
24,300,200,2023-02-03 07:46:31.122459,2023-02-03 07:46:31.122459,0.0,SELECT
24,600,300,2023-02-03 07:46:31.125412,2023-02-03 07:46:31.166304,0.040892,INSERT
24,600,300,2023-02-03 07:46:31.170294,2023-02-03 07:46:31.170294,0.0,SELECT
24,1000,400,2023-02-03 07:46:31.173284,2023-02-03 07:46:31.231129,0.057845,INSERT
24,1000,400,2023-02-03 07:46:31.233125,2023-02-03 07:46:31.234123,0.000998,SELECT
24,1500,500,2023-02-03 07:46:31.238111,2023-02-03 07:46:31.301079,0.062968,INSERT
24,1500,500,2023-02-03 07:46:31.304074,2023-02-03 07:46:31.304074,0.0,SELECT
24,2100,600,2023-02-03 07:46:31.309067,2023-02-03 07:46:31.395830,0.086763,INSERT
24,2100,600,2023-02-03 07:46:31.400813,2023-02-03 07:46:31.401813,0.001,SELECT
24,2800,700,2023-02-03 07:46:31.403808,2023-02-03 07:46:31.498553,0.094745,INSERT
24,2800,700,2023-02-03 07:46:31.502554,2023-02-03 07:46:31.503538,0.000984,SELECT
24,3600,800,2023-02-03 07:46:31.506531,2023-02-03 07:46:31.607262,0.100731,INSERT
24,3600,800,2023-02-03 07:46:31.610255,2023-02-03 07:46:31.611251,0.000996,SELECT
24,4500,900,2023-02-03 07:46:31.615239,2023-02-03 07:46:31.731929,0.11669,INSERT
24,4500,900,2023-02-03 07:46:31.735917,2023-02-03 07:46:31.736921,0.001004,SELECT
24,5500,1000,2023-02-03 07:46:31.740905,2023-02-03 07:46:31.865572,0.124667,INSERT
24,5500,1000,2023-02-03 07:46:31.869562,2023-02-03 07:46:31.870557,0.000995,SELECT
24,6600,1100,2023-02-03 07:46:31.873555,2023-02-03 07:46:32.016560,0.143005,INSERT
24,6600,1100,2023-02-03 07:46:32.019562,2023-02-03 07:46:32.020554,0.000992,SELECT
24,7800,1200,2023-02-03 07:46:32.024560,2023-02-03 07:46:32.184394,0.159834,INSERT
24,7800,1200,2023-02-03 07:46:32.187390,2023-02-03 07:46:32.188386,0.000996,SELECT
24,9100,1300,2023-02-03 07:46:32.191376,2023-02-03 07:46:32.364913,0.173537,INSERT
24,9100,1300,2023-02-03 07:46:32.370902,2023-02-03 07:46:32.371895,0.000993,SELECT
24,10500,1400,2023-02-03 07:46:32.377888,2023-02-03 07:46:32.571080,0.193192,INSERT
24,10500,1400,2023-02-03 07:46:32.575072,2023-02-03 07:46:32.575072,0.0,SELECT
24,12000,1500,2023-02-03 07:46:32.581055,2023-02-03 07:46:32.774202,0.193147,INSERT
24,12000,1500,2023-02-03 07:46:32.780187,2023-02-03 07:46:32.781183,0.000996,SELECT
24,13600,1600,2023-02-03 07:46:32.785175,2023-02-03 07:46:32.991622,0.206447,INSERT
24,13600,1600,2023-02-03 07:46:32.996608,2023-02-03 07:46:32.996608,0.0,SELECT
24,15300,1700,2023-02-03 07:46:33.001597,2023-02-03 07:46:33.222320,0.220723,INSERT
24,15300,1700,2023-02-03 07:46:33.226298,2023-02-03 07:46:33.226298,0.0,SELECT
24,17100,1800,2023-02-03 07:46:33.232283,2023-02-03 07:46:33.463826,0.231543,INSERT
24,17100,1800,2023-02-03 07:46:33.466814,2023-02-03 07:46:33.467830,0.001016,SELECT
24,19000,1900,2023-02-03 07:46:33.474791,2023-02-03 07:46:33.706712,0.231921,INSERT
24,19000,1900,2023-02-03 07:46:33.712694,2023-02-03 07:46:33.712694,0.0,SELECT
24,21000,2000,2023-02-03 07:46:33.718679,2023-02-03 07:46:33.955173,0.236494,INSERT
24,21000,2000,2023-02-03 07:46:33.960162,2023-02-03 07:46:33.961156,0.000994,SELECT
24,23100,2100,2023-02-03 07:46:33.967146,2023-02-03 07:46:34.229508,0.262362,INSERT
24,23100,2100,2023-02-03 07:46:34.235491,2023-02-03 07:46:34.236492,0.001001,SELECT
24,25300,2200,2023-02-03 07:46:34.243467,2023-02-03 07:46:34.519728,0.276261,INSERT
24,25300,2200,2023-02-03 07:46:34.524717,2023-02-03 07:46:34.524717,0.0,SELECT
24,27600,2300,2023-02-03 07:46:34.532694,2023-02-03 07:46:34.805962,0.273268,INSERT
24,27600,2300,2023-02-03 07:46:34.811955,2023-02-03 07:46:34.812946,0.000991,SELECT
24,30000,2400,2023-02-03 07:46:34.819928,2023-02-03 07:46:35.111045,0.291117,INSERT
24,30000,2400,2023-02-03 07:46:35.116031,2023-02-03 07:46:35.117029,0.000998,SELECT
24,32500,2500,2023-02-03 07:46:35.124024,2023-02-03 07:46:35.421742,0.297718,INSERT
24,32500,2500,2023-02-03 07:46:35.430724,2023-02-03 07:46:35.431714,0.00099,SELECT
24,35100,2600,2023-02-03 07:46:35.439694,2023-02-03 07:46:35.755846,0.316152,INSERT
24,35100,2600,2023-02-03 07:46:35.763823,2023-02-03 07:46:35.763823,0.0,SELECT
24,37800,2700,2023-02-03 07:46:35.771804,2023-02-03 07:46:36.148978,0.377174,INSERT
24,37800,2700,2023-02-03 07:46:36.155962,2023-02-03 07:46:36.155962,0.0,SELECT
24,40600,2800,2023-02-03 07:46:36.165933,2023-02-03 07:46:36.541928,0.375995,INSERT
24,40600,2800,2023-02-03 07:46:36.550905,2023-02-03 07:46:36.551901,0.000996,SELECT
24,43500,2900,2023-02-03 07:46:36.560879,2023-02-03 07:46:36.941754,0.380875,INSERT
24,43500,2900,2023-02-03 07:46:36.949697,2023-02-03 07:46:36.949697,0.0,SELECT
24,46500,3000,2023-02-03 07:46:36.956678,2023-02-03 07:46:37.347202,0.390524,INSERT
24,46500,3000,2023-02-03 07:46:37.356187,2023-02-03 07:46:37.356187,0.0,SELECT
24,49600,3100,2023-02-03 07:46:37.366150,2023-02-03 07:46:37.780560,0.41441,INSERT
24,49600,3100,2023-02-03 07:46:37.789535,2023-02-03 07:46:37.789535,0.0,SELECT
24,52800,3200,2023-02-03 07:46:37.800512,2023-02-03 07:46:38.229111,0.428599,INSERT
24,52800,3200,2023-02-03 07:46:38.238096,2023-02-03 07:46:38.239089,0.000993,SELECT
24,56100,3300,2023-02-03 07:46:38.247061,2023-02-03 07:46:38.706831,0.45977,INSERT
24,56100,3300,2023-02-03 07:46:38.717806,2023-02-03 07:46:38.718803,0.000997,SELECT
24,59500,3400,2023-02-03 07:46:38.726782,2023-02-03 07:46:39.174998,0.448216,INSERT
24,59500,3400,2023-02-03 07:46:39.184972,2023-02-03 07:46:39.184972,0.0,SELECT
24,63000,3500,2023-02-03 07:46:39.197938,2023-02-03 07:46:39.710199,0.512261,INSERT
24,63000,3500,2023-02-03 07:46:39.722160,2023-02-03 07:46:39.723157,0.000997,SELECT
24,66600,3600,2023-02-03 07:46:39.734131,2023-02-03 07:46:40.202454,0.468323,INSERT
24,66600,3600,2023-02-03 07:46:40.216413,2023-02-03 07:46:40.217410,0.000997,SELECT
24,70300,3700,2023-02-03 07:46:40.228394,2023-02-03 07:46:40.731251,0.502857,INSERT
24,70300,3700,2023-02-03 07:46:40.747209,2023-02-03 07:46:40.748223,0.001014,SELECT
24,74100,3800,2023-02-03 07:46:40.760187,2023-02-03 07:46:41.201168,0.440981,INSERT
24,74100,3800,2023-02-03 07:46:41.212130,2023-02-03 07:46:41.213129,0.000999,SELECT
24,78000,3900,2023-02-03 07:46:41.228121,2023-02-03 07:46:41.749973,0.521852,INSERT
24,78000,3900,2023-02-03 07:46:41.767939,2023-02-03 07:46:41.768924,0.000985,SELECT
24,82000,4000,2023-02-03 07:46:41.783885,2023-02-03 07:46:42.303131,0.519246,INSERT
24,82000,4000,2023-02-03 07:46:42.316132,2023-02-03 07:46:42.316132,0.0,SELECT
24,86100,4100,2023-02-03 07:46:42.332054,2023-02-03 07:46:42.899978,0.567924,INSERT
24,86100,4100,2023-02-03 07:46:42.915929,2023-02-03 07:46:42.915929,0.0,SELECT
24,90300,4200,2023-02-03 07:46:42.928929,2023-02-03 07:46:43.462467,0.533538,INSERT
24,90300,4200,2023-02-03 07:46:43.476431,2023-02-03 07:46:43.476431,0.0,SELECT
24,94600,4300,2023-02-03 07:46:43.490393,2023-02-03 07:46:44.101980,0.611587,INSERT
24,94600,4300,2023-02-03 07:46:44.133898,2023-02-03 07:46:44.134893,0.000995,SELECT
24,99000,4400,2023-02-03 07:46:44.159824,2023-02-03 07:46:45.052310,0.892486,INSERT
24,99000,4400,2023-02-03 07:46:45.073258,2023-02-03 07:46:45.073258,0.0,SELECT
24,103500,4500,2023-02-03 07:46:45.100182,2023-02-03 07:46:45.818303,0.718121,INSERT
24,103500,4500,2023-02-03 07:46:45.835257,2023-02-03 07:46:45.835257,0.0,SELECT
24,108100,4600,2023-02-03 07:46:45.851217,2023-02-03 07:46:46.335272,0.484055,INSERT
24,108100,4600,2023-02-03 07:46:46.349235,2023-02-03 07:46:46.350231,0.000996,SELECT
24,112800,4700,2023-02-03 07:46:46.366187,2023-02-03 07:46:46.915969,0.549782,INSERT
24,112800,4700,2023-02-03 07:46:46.932924,2023-02-03 07:46:46.932924,0.0,SELECT
24,117600,4800,2023-02-03 07:46:46.950892,2023-02-03 07:46:47.521092,0.5702,INSERT
24,117600,4800,2023-02-03 07:46:47.539056,2023-02-03 07:46:47.540089,0.001033,SELECT
24,122500,4900,2023-02-03 07:46:47.557029,2023-02-03 07:46:48.163376,0.606347,INSERT
24,122500,4900,2023-02-03 07:46:48.181363,2023-02-03 07:46:48.182326,0.000963,SELECT
25,100,100,2023-02-03 07:46:48.205269,2023-02-03 07:46:48.225211,0.019942,INSERT
25,100,100,2023-02-03 07:46:48.231194,2023-02-03 07:46:48.232192,0.000998,SELECT
25,300,200,2023-02-03 07:46:48.235219,2023-02-03 07:46:48.264551,0.029332,INSERT
25,300,200,2023-02-03 07:46:48.267538,2023-02-03 07:46:48.267538,0.0,SELECT
25,600,300,2023-02-03 07:46:48.270531,2023-02-03 07:46:48.315607,0.045076,INSERT
25,600,300,2023-02-03 07:46:48.319594,2023-02-03 07:46:48.319594,0.0,SELECT
25,1000,400,2023-02-03 07:46:48.322590,2023-02-03 07:46:48.370460,0.04787,INSERT
25,1000,400,2023-02-03 07:46:48.375460,2023-02-03 07:46:48.375460,0.0,SELECT
25,1500,500,2023-02-03 07:46:48.379447,2023-02-03 07:46:48.439276,0.059829,INSERT
25,1500,500,2023-02-03 07:46:48.441271,2023-02-03 07:46:48.442273,0.001002,SELECT
25,2100,600,2023-02-03 07:46:48.447255,2023-02-03 07:46:48.529603,0.082348,INSERT
25,2100,600,2023-02-03 07:46:48.532600,2023-02-03 07:46:48.533604,0.001004,SELECT
25,2800,700,2023-02-03 07:46:48.536584,2023-02-03 07:46:48.624941,0.088357,INSERT
25,2800,700,2023-02-03 07:46:48.628941,2023-02-03 07:46:48.628941,0.0,SELECT
25,3600,800,2023-02-03 07:46:48.632919,2023-02-03 07:46:48.742625,0.109706,INSERT
25,3600,800,2023-02-03 07:46:48.745620,2023-02-03 07:46:48.745620,0.0,SELECT
25,4500,900,2023-02-03 07:46:48.751601,2023-02-03 07:46:48.862822,0.111221,INSERT
25,4500,900,2023-02-03 07:46:48.866816,2023-02-03 07:46:48.866816,0.0,SELECT
25,5500,1000,2023-02-03 07:46:48.870800,2023-02-03 07:46:48.992477,0.121677,INSERT
25,5500,1000,2023-02-03 07:46:48.996466,2023-02-03 07:46:48.996466,0.0,SELECT
25,6600,1100,2023-02-03 07:46:48.999457,2023-02-03 07:46:49.134367,0.13491,INSERT
25,6600,1100,2023-02-03 07:46:49.138354,2023-02-03 07:46:49.138354,0.0,SELECT
25,7800,1200,2023-02-03 07:46:49.144338,2023-02-03 07:46:49.303911,0.159573,INSERT
25,7800,1200,2023-02-03 07:46:49.308912,2023-02-03 07:46:49.308912,0.0,SELECT
25,9100,1300,2023-02-03 07:46:49.311892,2023-02-03 07:46:49.479854,0.167962,INSERT
25,9100,1300,2023-02-03 07:46:49.484840,2023-02-03 07:46:49.484840,0.0,SELECT
25,10500,1400,2023-02-03 07:46:49.488831,2023-02-03 07:46:49.730319,0.241488,INSERT
25,10500,1400,2023-02-03 07:46:49.735306,2023-02-03 07:46:49.736309,0.001003,SELECT
25,12000,1500,2023-02-03 07:46:49.744285,2023-02-03 07:46:49.958708,0.214423,INSERT
25,12000,1500,2023-02-03 07:46:49.963697,2023-02-03 07:46:49.964694,0.000997,SELECT
25,13600,1600,2023-02-03 07:46:49.969681,2023-02-03 07:46:50.173928,0.204247,INSERT
25,13600,1600,2023-02-03 07:46:50.179912,2023-02-03 07:46:50.181914,0.002002,SELECT
25,15300,1700,2023-02-03 07:46:50.186894,2023-02-03 07:46:50.415282,0.228388,INSERT
25,15300,1700,2023-02-03 07:46:50.420272,2023-02-03 07:46:50.420272,0.0,SELECT
25,17100,1800,2023-02-03 07:46:50.427250,2023-02-03 07:46:50.681904,0.254654,INSERT
25,17100,1800,2023-02-03 07:46:50.685896,2023-02-03 07:46:50.686891,0.000995,SELECT
25,19000,1900,2023-02-03 07:46:50.691878,2023-02-03 07:46:50.956815,0.264937,INSERT
25,19000,1900,2023-02-03 07:46:50.962798,2023-02-03 07:46:50.963794,0.000996,SELECT
25,21000,2000,2023-02-03 07:46:50.969779,2023-02-03 07:46:51.216612,0.246833,INSERT
25,21000,2000,2023-02-03 07:46:51.222599,2023-02-03 07:46:51.223597,0.000998,SELECT
25,23100,2100,2023-02-03 07:46:51.230575,2023-02-03 07:46:51.448989,0.218414,INSERT
25,23100,2100,2023-02-03 07:46:51.453980,2023-02-03 07:46:51.454974,0.000994,SELECT
25,25300,2200,2023-02-03 07:46:51.460966,2023-02-03 07:46:51.726249,0.265283,INSERT
25,25300,2200,2023-02-03 07:46:51.733229,2023-02-03 07:46:51.733229,0.0,SELECT
25,27600,2300,2023-02-03 07:46:51.741210,2023-02-03 07:46:52.062367,0.321157,INSERT
25,27600,2300,2023-02-03 07:46:52.070351,2023-02-03 07:46:52.071346,0.000995,SELECT
25,30000,2400,2023-02-03 07:46:52.077363,2023-02-03 07:46:52.417937,0.340574,INSERT
25,30000,2400,2023-02-03 07:46:52.425919,2023-02-03 07:46:52.426913,0.000994,SELECT
25,32500,2500,2023-02-03 07:46:52.434894,2023-02-03 07:46:52.722295,0.287401,INSERT
25,32500,2500,2023-02-03 07:46:52.730272,2023-02-03 07:46:52.730272,0.0,SELECT
25,35100,2600,2023-02-03 07:46:52.738756,2023-02-03 07:46:53.070395,0.331639,INSERT
25,35100,2600,2023-02-03 07:46:53.077372,2023-02-03 07:46:53.078369,0.000997,SELECT
25,37800,2700,2023-02-03 07:46:53.085353,2023-02-03 07:46:53.457369,0.372016,INSERT
25,37800,2700,2023-02-03 07:46:53.466337,2023-02-03 07:46:53.466337,0.0,SELECT
25,40600,2800,2023-02-03 07:46:53.477304,2023-02-03 07:46:53.827368,0.350064,INSERT
25,40600,2800,2023-02-03 07:46:53.833351,2023-02-03 07:46:53.833351,0.0,SELECT
25,43500,2900,2023-02-03 07:46:53.839334,2023-02-03 07:46:54.365664,0.52633,INSERT
25,43500,2900,2023-02-03 07:46:54.376632,2023-02-03 07:46:54.377631,0.000999,SELECT
25,46500,3000,2023-02-03 07:46:54.389601,2023-02-03 07:46:54.931740,0.542139,INSERT
25,46500,3000,2023-02-03 07:46:54.941727,2023-02-03 07:46:54.942716,0.000989,SELECT
25,49600,3100,2023-02-03 07:46:54.951694,2023-02-03 07:46:55.432401,0.480707,INSERT
25,49600,3100,2023-02-03 07:46:55.444396,2023-02-03 07:46:55.444396,0.0,SELECT
25,52800,3200,2023-02-03 07:46:55.455341,2023-02-03 07:46:55.925826,0.470485,INSERT
25,52800,3200,2023-02-03 07:46:55.937793,2023-02-03 07:46:55.937793,0.0,SELECT
25,56100,3300,2023-02-03 07:46:55.949761,2023-02-03 07:46:56.365853,0.416092,INSERT
25,56100,3300,2023-02-03 07:46:56.371838,2023-02-03 07:46:56.371838,0.0,SELECT
25,59500,3400,2023-02-03 07:46:56.377821,2023-02-03 07:46:56.930888,0.553067,INSERT
25,59500,3400,2023-02-03 07:46:56.950832,2023-02-03 07:46:56.951831,0.000999,SELECT
25,63000,3500,2023-02-03 07:46:56.972774,2023-02-03 07:46:57.603103,0.630329,INSERT
25,63000,3500,2023-02-03 07:46:57.615072,2023-02-03 07:46:57.615072,0.0,SELECT
25,66600,3600,2023-02-03 07:46:57.641006,2023-02-03 07:46:58.079829,0.438823,INSERT
25,66600,3600,2023-02-03 07:46:58.093794,2023-02-03 07:46:58.093794,0.0,SELECT
25,70300,3700,2023-02-03 07:46:58.105760,2023-02-03 07:46:58.564613,0.458853,INSERT
25,70300,3700,2023-02-03 07:46:58.574858,2023-02-03 07:46:58.574858,0.0,SELECT
25,74100,3800,2023-02-03 07:46:58.585831,2023-02-03 07:46:59.009947,0.424116,INSERT
25,74100,3800,2023-02-03 07:46:59.019921,2023-02-03 07:46:59.020919,0.000998,SELECT
25,78000,3900,2023-02-03 07:46:59.032886,2023-02-03 07:46:59.443845,0.410959,INSERT
25,78000,3900,2023-02-03 07:46:59.454822,2023-02-03 07:46:59.454822,0.0,SELECT
25,82000,4000,2023-02-03 07:46:59.465787,2023-02-03 07:46:59.925559,0.459772,INSERT
25,82000,4000,2023-02-03 07:46:59.938525,2023-02-03 07:46:59.938525,0.0,SELECT
25,86100,4100,2023-02-03 07:46:59.952487,2023-02-03 07:47:00.391776,0.439289,INSERT
25,86100,4100,2023-02-03 07:47:00.403745,2023-02-03 07:47:00.403745,0.0,SELECT
25,90300,4200,2023-02-03 07:47:00.415714,2023-02-03 07:47:00.879132,0.463418,INSERT
25,90300,4200,2023-02-03 07:47:00.893096,2023-02-03 07:47:00.894093,0.000997,SELECT
25,94600,4300,2023-02-03 07:47:00.908053,2023-02-03 07:47:01.388770,0.480717,INSERT
25,94600,4300,2023-02-03 07:47:01.402733,2023-02-03 07:47:01.402733,0.0,SELECT
25,99000,4400,2023-02-03 07:47:01.418692,2023-02-03 07:47:01.893866,0.475174,INSERT
25,99000,4400,2023-02-03 07:47:01.908829,2023-02-03 07:47:01.908829,0.0,SELECT
25,103500,4500,2023-02-03 07:47:01.923787,2023-02-03 07:47:02.394669,0.470882,INSERT
25,103500,4500,2023-02-03 07:47:02.406634,2023-02-03 07:47:02.406634,0.0,SELECT
25,108100,4600,2023-02-03 07:47:02.420630,2023-02-03 07:47:02.809351,0.388721,INSERT
25,108100,4600,2023-02-03 07:47:02.819326,2023-02-03 07:47:02.819326,0.0,SELECT
25,112800,4700,2023-02-03 07:47:02.829298,2023-02-03 07:47:03.177477,0.348179,INSERT
25,112800,4700,2023-02-03 07:47:03.187423,2023-02-03 07:47:03.187423,0.0,SELECT
25,117600,4800,2023-02-03 07:47:03.197427,2023-02-03 07:47:03.554474,0.357047,INSERT
25,117600,4800,2023-02-03 07:47:03.564447,2023-02-03 07:47:03.564447,0.0,SELECT
25,122500,4900,2023-02-03 07:47:03.574421,2023-02-03 07:47:03.938194,0.363773,INSERT
25,122500,4900,2023-02-03 07:47:03.949165,2023-02-03 07:47:03.949165,0.0,SELECT
26,100,100,2023-02-03 07:47:03.962667,2023-02-03 07:47:03.972716,0.010049,INSERT
26,100,100,2023-02-03 07:47:03.974710,2023-02-03 07:47:03.975708,0.000998,SELECT
26,300,200,2023-02-03 07:47:03.976705,2023-02-03 07:47:03.992797,0.016092,INSERT
26,300,200,2023-02-03 07:47:03.993794,2023-02-03 07:47:03.993794,0.0,SELECT
26,600,300,2023-02-03 07:47:03.995789,2023-02-03 07:47:04.018730,0.022941,INSERT
26,600,300,2023-02-03 07:47:04.019705,2023-02-03 07:47:04.020692,0.000987,SELECT
26,1000,400,2023-02-03 07:47:04.021731,2023-02-03 07:47:04.053603,0.031872,INSERT
26,1000,400,2023-02-03 07:47:04.054600,2023-02-03 07:47:04.055598,0.000998,SELECT
26,1500,500,2023-02-03 07:47:04.056595,2023-02-03 07:47:04.095757,0.039162,INSERT
26,1500,500,2023-02-03 07:47:04.096754,2023-02-03 07:47:04.097751,0.000997,SELECT
26,2100,600,2023-02-03 07:47:04.098749,2023-02-03 07:47:04.145623,0.046874,INSERT
26,2100,600,2023-02-03 07:47:04.147618,2023-02-03 07:47:04.147618,0.0,SELECT
26,2800,700,2023-02-03 07:47:04.149612,2023-02-03 07:47:04.203469,0.053857,INSERT
26,2800,700,2023-02-03 07:47:04.204466,2023-02-03 07:47:04.205463,0.000997,SELECT
26,3600,800,2023-02-03 07:47:04.207467,2023-02-03 07:47:04.268295,0.060828,INSERT
26,3600,800,2023-02-03 07:47:04.270754,2023-02-03 07:47:04.270754,0.0,SELECT
26,4500,900,2023-02-03 07:47:04.272775,2023-02-03 07:47:04.342593,0.069818,INSERT
26,4500,900,2023-02-03 07:47:04.344588,2023-02-03 07:47:04.344588,0.0,SELECT
26,5500,1000,2023-02-03 07:47:04.346585,2023-02-03 07:47:04.423346,0.076761,INSERT
26,5500,1000,2023-02-03 07:47:04.425341,2023-02-03 07:47:04.425341,0.0,SELECT
26,6600,1100,2023-02-03 07:47:04.427335,2023-02-03 07:47:04.512108,0.084773,INSERT
26,6600,1100,2023-02-03 07:47:04.514104,2023-02-03 07:47:04.515100,0.000996,SELECT
26,7800,1200,2023-02-03 07:47:04.516098,2023-02-03 07:47:04.611842,0.095744,INSERT
26,7800,1200,2023-02-03 07:47:04.613837,2023-02-03 07:47:04.613837,0.0,SELECT
26,9100,1300,2023-02-03 07:47:04.615832,2023-02-03 07:47:04.717559,0.101727,INSERT
26,9100,1300,2023-02-03 07:47:04.719554,2023-02-03 07:47:04.719554,0.0,SELECT
26,10500,1400,2023-02-03 07:47:04.721549,2023-02-03 07:47:04.834247,0.112698,INSERT
26,10500,1400,2023-02-03 07:47:04.836242,2023-02-03 07:47:04.837240,0.000998,SELECT
26,12000,1500,2023-02-03 07:47:04.839235,2023-02-03 07:47:04.958914,0.119679,INSERT
