cols,rows,inserted_rows,start_op,end_op,time_diff,operation
9,25300,2200,2023-02-03 07:43:08.321788,2023-02-03 07:43:08.456089,0.134301,INSERT
9,25300,2200,2023-02-03 07:43:08.460097,2023-02-03 07:43:08.460097,0.0,SELECT
9,27600,2300,2023-02-03 07:43:08.463107,2023-02-03 07:43:08.604776,0.141669,INSERT
9,27600,2300,2023-02-03 07:43:08.608765,2023-02-03 07:43:08.608765,0.0,SELECT
9,30000,2400,2023-02-03 07:43:08.611757,2023-02-03 07:43:08.752381,0.140624,INSERT
9,30000,2400,2023-02-03 07:43:08.756370,2023-02-03 07:43:08.756370,0.0,SELECT
9,32500,2500,2023-02-03 07:43:08.760360,2023-02-03 07:43:08.906970,0.14661,INSERT
9,32500,2500,2023-02-03 07:43:08.910960,2023-02-03 07:43:08.910960,0.0,SELECT
9,35100,2600,2023-02-03 07:43:08.914949,2023-02-03 07:43:09.064521,0.149572,INSERT
9,35100,2600,2023-02-03 07:43:09.068511,2023-02-03 07:43:09.068511,0.0,SELECT
9,37800,2700,2023-02-03 07:43:09.072500,2023-02-03 07:43:09.233390,0.16089,INSERT
9,37800,2700,2023-02-03 07:43:09.237379,2023-02-03 07:43:09.238377,0.000998,SELECT
9,40600,2800,2023-02-03 07:43:09.242366,2023-02-03 07:43:09.440731,0.198365,INSERT
9,40600,2800,2023-02-03 07:43:09.444720,2023-02-03 07:43:09.444720,0.0,SELECT
9,43500,2900,2023-02-03 07:43:09.448710,2023-02-03 07:43:09.619945,0.171235,INSERT
9,43500,2900,2023-02-03 07:43:09.624932,2023-02-03 07:43:09.624932,0.0,SELECT
9,46500,3000,2023-02-03 07:43:09.628921,2023-02-03 07:43:09.803454,0.174533,INSERT
9,46500,3000,2023-02-03 07:43:09.808440,2023-02-03 07:43:09.808440,0.0,SELECT
9,49600,3100,2023-02-03 07:43:09.813428,2023-02-03 07:43:09.997358,0.18393,INSERT
9,49600,3100,2023-02-03 07:43:10.002345,2023-02-03 07:43:10.002345,0.0,SELECT
9,52800,3200,2023-02-03 07:43:10.008329,2023-02-03 07:43:10.200101,0.191772,INSERT
9,52800,3200,2023-02-03 07:43:10.205088,2023-02-03 07:43:10.205088,0.0,SELECT
9,56100,3300,2023-02-03 07:43:10.210074,2023-02-03 07:43:10.404514,0.19444,INSERT
9,56100,3300,2023-02-03 07:43:10.409501,2023-02-03 07:43:10.409501,0.0,SELECT
9,59500,3400,2023-02-03 07:43:10.415485,2023-02-03 07:43:10.615812,0.200327,INSERT
9,59500,3400,2023-02-03 07:43:10.621796,2023-02-03 07:43:10.621796,0.0,SELECT
9,63000,3500,2023-02-03 07:43:10.627780,2023-02-03 07:43:10.831358,0.203578,INSERT
9,63000,3500,2023-02-03 07:43:10.837343,2023-02-03 07:43:10.837343,0.0,SELECT
9,66600,3600,2023-02-03 07:43:10.843327,2023-02-03 07:43:11.055050,0.211723,INSERT
9,66600,3600,2023-02-03 07:43:11.061034,2023-02-03 07:43:11.061034,0.0,SELECT
9,70300,3700,2023-02-03 07:43:11.067019,2023-02-03 07:43:11.285313,0.218294,INSERT
9,70300,3700,2023-02-03 07:43:11.292294,2023-02-03 07:43:11.292294,0.0,SELECT
9,74100,3800,2023-02-03 07:43:11.298278,2023-02-03 07:43:11.551378,0.2531,INSERT
9,74100,3800,2023-02-03 07:43:11.557362,2023-02-03 07:43:11.557362,0.0,SELECT
9,78000,3900,2023-02-03 07:43:11.564344,2023-02-03 07:43:11.794854,0.23051,INSERT
9,78000,3900,2023-02-03 07:43:11.800839,2023-02-03 07:43:11.801836,0.000997,SELECT
9,82000,4000,2023-02-03 07:43:11.808817,2023-02-03 07:43:12.063302,0.254485,INSERT
9,82000,4000,2023-02-03 07:43:12.070284,2023-02-03 07:43:12.070284,0.0,SELECT
9,86100,4100,2023-02-03 07:43:12.078262,2023-02-03 07:43:12.317623,0.239361,INSERT
9,86100,4100,2023-02-03 07:43:12.324604,2023-02-03 07:43:12.324604,0.0,SELECT
9,90300,4200,2023-02-03 07:43:12.332583,2023-02-03 07:43:12.582353,0.24977,INSERT
9,90300,4200,2023-02-03 07:43:12.590358,2023-02-03 07:43:12.590358,0.0,SELECT
9,94600,4300,2023-02-03 07:43:12.598336,2023-02-03 07:43:12.853398,0.255062,INSERT
9,94600,4300,2023-02-03 07:43:12.861377,2023-02-03 07:43:12.861377,0.0,SELECT
9,99000,4400,2023-02-03 07:43:12.870353,2023-02-03 07:43:13.127886,0.257533,INSERT
9,99000,4400,2023-02-03 07:43:13.135864,2023-02-03 07:43:13.135864,0.0,SELECT
9,103500,4500,2023-02-03 07:43:13.144867,2023-02-03 07:43:13.412206,0.267339,INSERT
9,103500,4500,2023-02-03 07:43:13.421183,2023-02-03 07:43:13.421183,0.0,SELECT
9,108100,4600,2023-02-03 07:43:13.430159,2023-02-03 07:43:13.703822,0.273663,INSERT
9,108100,4600,2023-02-03 07:43:13.712799,2023-02-03 07:43:13.712799,0.0,SELECT
9,112800,4700,2023-02-03 07:43:13.721774,2023-02-03 07:43:14.000160,0.278386,INSERT
9,112800,4700,2023-02-03 07:43:14.009137,2023-02-03 07:43:14.009137,0.0,SELECT
9,117600,4800,2023-02-03 07:43:14.019111,2023-02-03 07:43:14.300522,0.281411,INSERT
9,117600,4800,2023-02-03 07:43:14.310496,2023-02-03 07:43:14.310496,0.0,SELECT
9,122500,4900,2023-02-03 07:43:14.320468,2023-02-03 07:43:14.603684,0.283216,INSERT
9,122500,4900,2023-02-03 07:43:14.612661,2023-02-03 07:43:14.613659,0.000998,SELECT
10,100,100,2023-02-03 07:43:14.624629,2023-02-03 07:43:14.632608,0.007979,INSERT
10,100,100,2023-02-03 07:43:14.634603,2023-02-03 07:43:14.634603,0.0,SELECT
10,300,200,2023-02-03 07:43:14.636597,2023-02-03 07:43:14.648565,0.011968,INSERT
10,300,200,2023-02-03 07:43:14.649562,2023-02-03 07:43:14.649562,0.0,SELECT
10,600,300,2023-02-03 07:43:14.651557,2023-02-03 07:43:14.669509,0.017952,INSERT
10,600,300,2023-02-03 07:43:14.671504,2023-02-03 07:43:14.671504,0.0,SELECT
10,1000,400,2023-02-03 07:43:14.672501,2023-02-03 07:43:14.696437,0.023936,INSERT
10,1000,400,2023-02-03 07:43:14.698431,2023-02-03 07:43:14.698431,0.0,SELECT
10,1500,500,2023-02-03 07:43:14.699430,2023-02-03 07:43:14.729348,0.029918,INSERT
10,1500,500,2023-02-03 07:43:14.731344,2023-02-03 07:43:14.731344,0.0,SELECT
10,2100,600,2023-02-03 07:43:14.733339,2023-02-03 07:43:14.768245,0.034906,INSERT
10,2100,600,2023-02-03 07:43:14.770240,2023-02-03 07:43:14.770240,0.0,SELECT
10,2800,700,2023-02-03 07:43:14.771238,2023-02-03 07:43:14.814658,0.04342,INSERT
10,2800,700,2023-02-03 07:43:14.816652,2023-02-03 07:43:14.816652,0.0,SELECT
10,3600,800,2023-02-03 07:43:14.817650,2023-02-03 07:43:14.866519,0.048869,INSERT
10,3600,800,2023-02-03 07:43:14.868515,2023-02-03 07:43:14.869512,0.000997,SELECT
10,4500,900,2023-02-03 07:43:14.870508,2023-02-03 07:43:14.925118,0.05461,INSERT
10,4500,900,2023-02-03 07:43:14.927113,2023-02-03 07:43:14.927113,0.0,SELECT
10,5500,1000,2023-02-03 07:43:14.929108,2023-02-03 07:43:14.987950,0.058842,INSERT
10,5500,1000,2023-02-03 07:43:14.989945,2023-02-03 07:43:14.989945,0.0,SELECT
10,6600,1100,2023-02-03 07:43:14.991940,2023-02-03 07:43:15.058230,0.06629,INSERT
10,6600,1100,2023-02-03 07:43:15.060225,2023-02-03 07:43:15.061222,0.000997,SELECT
10,7800,1200,2023-02-03 07:43:15.063218,2023-02-03 07:43:15.136746,0.073528,INSERT
10,7800,1200,2023-02-03 07:43:15.138741,2023-02-03 07:43:15.139739,0.000998,SELECT
10,9100,1300,2023-02-03 07:43:15.141733,2023-02-03 07:43:15.219033,0.0773,INSERT
10,9100,1300,2023-02-03 07:43:15.221027,2023-02-03 07:43:15.221027,0.0,SELECT
10,10500,1400,2023-02-03 07:43:15.223022,2023-02-03 07:43:15.307796,0.084774,INSERT
10,10500,1400,2023-02-03 07:43:15.309790,2023-02-03 07:43:15.309790,0.0,SELECT
10,12000,1500,2023-02-03 07:43:15.312782,2023-02-03 07:43:15.404541,0.091759,INSERT
10,12000,1500,2023-02-03 07:43:15.406536,2023-02-03 07:43:15.406536,0.0,SELECT
10,13600,1600,2023-02-03 07:43:15.409529,2023-02-03 07:43:15.504760,0.095231,INSERT
10,13600,1600,2023-02-03 07:43:15.507751,2023-02-03 07:43:15.507751,0.0,SELECT
10,15300,1700,2023-02-03 07:43:15.509746,2023-02-03 07:43:15.613008,0.103262,INSERT
10,15300,1700,2023-02-03 07:43:15.615002,2023-02-03 07:43:15.616,0.000998,SELECT
10,17100,1800,2023-02-03 07:43:15.617995,2023-02-03 07:43:15.727271,0.109276,INSERT
10,17100,1800,2023-02-03 07:43:15.730263,2023-02-03 07:43:15.730263,0.0,SELECT
10,19000,1900,2023-02-03 07:43:15.733255,2023-02-03 07:43:15.851533,0.118278,INSERT
10,19000,1900,2023-02-03 07:43:15.854527,2023-02-03 07:43:15.855524,0.000997,SELECT
10,21000,2000,2023-02-03 07:43:15.857518,2023-02-03 07:43:15.993680,0.136162,INSERT
10,21000,2000,2023-02-03 07:43:15.997667,2023-02-03 07:43:15.997667,0.0,SELECT
10,23100,2100,2023-02-03 07:43:16.002654,2023-02-03 07:43:16.160874,0.15822,INSERT
10,23100,2100,2023-02-03 07:43:16.164864,2023-02-03 07:43:16.164864,0.0,SELECT
10,25300,2200,2023-02-03 07:43:16.169849,2023-02-03 07:43:16.326989,0.15714,INSERT
10,25300,2200,2023-02-03 07:43:16.330979,2023-02-03 07:43:16.331977,0.000998,SELECT
10,27600,2300,2023-02-03 07:43:16.334969,2023-02-03 07:43:16.523812,0.188843,INSERT
10,27600,2300,2023-02-03 07:43:16.528799,2023-02-03 07:43:16.528799,0.0,SELECT
10,30000,2400,2023-02-03 07:43:16.534784,2023-02-03 07:43:16.702650,0.167866,INSERT
10,30000,2400,2023-02-03 07:43:16.706640,2023-02-03 07:43:16.706640,0.0,SELECT
10,32500,2500,2023-02-03 07:43:16.710629,2023-02-03 07:43:16.871612,0.160983,INSERT
10,32500,2500,2023-02-03 07:43:16.875602,2023-02-03 07:43:16.875602,0.0,SELECT
10,35100,2600,2023-02-03 07:43:16.879592,2023-02-03 07:43:17.039128,0.159536,INSERT
10,35100,2600,2023-02-03 07:43:17.043119,2023-02-03 07:43:17.043119,0.0,SELECT
10,37800,2700,2023-02-03 07:43:17.047108,2023-02-03 07:43:17.217036,0.169928,INSERT
10,37800,2700,2023-02-03 07:43:17.221025,2023-02-03 07:43:17.221025,0.0,SELECT
10,40600,2800,2023-02-03 07:43:17.226012,2023-02-03 07:43:17.406439,0.180427,INSERT
10,40600,2800,2023-02-03 07:43:17.410401,2023-02-03 07:43:17.411399,0.000998,SELECT
10,43500,2900,2023-02-03 07:43:17.416386,2023-02-03 07:43:17.600893,0.184507,INSERT
10,43500,2900,2023-02-03 07:43:17.604881,2023-02-03 07:43:17.605880,0.000999,SELECT
10,46500,3000,2023-02-03 07:43:17.609868,2023-02-03 07:43:17.802860,0.192992,INSERT
10,46500,3000,2023-02-03 07:43:17.807847,2023-02-03 07:43:17.808844,0.000997,SELECT
10,49600,3100,2023-02-03 07:43:17.813831,2023-02-03 07:43:18.008313,0.194482,INSERT
10,49600,3100,2023-02-03 07:43:18.013301,2023-02-03 07:43:18.013301,0.0,SELECT
10,52800,3200,2023-02-03 07:43:18.018287,2023-02-03 07:43:18.212028,0.193741,INSERT
10,52800,3200,2023-02-03 07:43:18.217041,2023-02-03 07:43:18.218012,0.000971,SELECT
10,56100,3300,2023-02-03 07:43:18.223025,2023-02-03 07:43:18.426493,0.203468,INSERT
10,56100,3300,2023-02-03 07:43:18.431481,2023-02-03 07:43:18.431481,0.0,SELECT
10,59500,3400,2023-02-03 07:43:18.437464,2023-02-03 07:43:18.701464,0.264,INSERT
10,59500,3400,2023-02-03 07:43:18.706452,2023-02-03 07:43:18.706452,0.0,SELECT
10,63000,3500,2023-02-03 07:43:18.712435,2023-02-03 07:43:18.925978,0.213543,INSERT
10,63000,3500,2023-02-03 07:43:18.931962,2023-02-03 07:43:18.931962,0.0,SELECT
10,66600,3600,2023-02-03 07:43:18.938943,2023-02-03 07:43:19.174313,0.23537,INSERT
10,66600,3600,2023-02-03 07:43:19.180298,2023-02-03 07:43:19.180298,0.0,SELECT
10,70300,3700,2023-02-03 07:43:19.186281,2023-02-03 07:43:19.411841,0.22556,INSERT
10,70300,3700,2023-02-03 07:43:19.417823,2023-02-03 07:43:19.417823,0.0,SELECT
10,74100,3800,2023-02-03 07:43:19.424804,2023-02-03 07:43:19.674318,0.249514,INSERT
10,74100,3800,2023-02-03 07:43:19.681301,2023-02-03 07:43:19.681301,0.0,SELECT
10,78000,3900,2023-02-03 07:43:19.688282,2023-02-03 07:43:20.025898,0.337616,INSERT
10,78000,3900,2023-02-03 07:43:20.034874,2023-02-03 07:43:20.034874,0.0,SELECT
10,82000,4000,2023-02-03 07:43:20.043851,2023-02-03 07:43:20.303507,0.259656,INSERT
10,82000,4000,2023-02-03 07:43:20.310488,2023-02-03 07:43:20.310488,0.0,SELECT
10,86100,4100,2023-02-03 07:43:20.318470,2023-02-03 07:43:20.566744,0.248274,INSERT
10,86100,4100,2023-02-03 07:43:20.573726,2023-02-03 07:43:20.573726,0.0,SELECT
10,90300,4200,2023-02-03 07:43:20.581705,2023-02-03 07:43:20.838243,0.256538,INSERT
10,90300,4200,2023-02-03 07:43:20.846221,2023-02-03 07:43:20.846221,0.0,SELECT
10,94600,4300,2023-02-03 07:43:20.854199,2023-02-03 07:43:21.108768,0.254569,INSERT
10,94600,4300,2023-02-03 07:43:21.116255,2023-02-03 07:43:21.116255,0.0,SELECT
10,99000,4400,2023-02-03 07:43:21.124234,2023-02-03 07:43:21.387529,0.263295,INSERT
10,99000,4400,2023-02-03 07:43:21.395508,2023-02-03 07:43:21.396505,0.000997,SELECT
10,103500,4500,2023-02-03 07:43:21.404485,2023-02-03 07:43:21.670772,0.266287,INSERT
10,103500,4500,2023-02-03 07:43:21.678751,2023-02-03 07:43:21.678751,0.0,SELECT
10,108100,4600,2023-02-03 07:43:21.687728,2023-02-03 07:43:21.959999,0.272271,INSERT
10,108100,4600,2023-02-03 07:43:21.968975,2023-02-03 07:43:21.968975,0.0,SELECT
10,112800,4700,2023-02-03 07:43:21.977951,2023-02-03 07:43:22.254218,0.276267,INSERT
10,112800,4700,2023-02-03 07:43:22.263193,2023-02-03 07:43:22.263193,0.0,SELECT
10,117600,4800,2023-02-03 07:43:22.273168,2023-02-03 07:43:22.559487,0.286319,INSERT
10,117600,4800,2023-02-03 07:43:22.569460,2023-02-03 07:43:22.569460,0.0,SELECT
10,122500,4900,2023-02-03 07:43:22.579433,2023-02-03 07:43:22.869456,0.290023,INSERT
10,122500,4900,2023-02-03 07:43:22.879430,2023-02-03 07:43:22.879430,0.0,SELECT
11,100,100,2023-02-03 07:43:22.891425,2023-02-03 07:43:22.898379,0.006954,INSERT
11,100,100,2023-02-03 07:43:22.900374,2023-02-03 07:43:22.901371,0.000997,SELECT
11,300,200,2023-02-03 07:43:22.903366,2023-02-03 07:43:22.916359,0.012993,INSERT
11,300,200,2023-02-03 07:43:22.917356,2023-02-03 07:43:22.918327,0.000971,SELECT
11,600,300,2023-02-03 07:43:22.919355,2023-02-03 07:43:22.938273,0.018918,INSERT
11,600,300,2023-02-03 07:43:22.940267,2023-02-03 07:43:22.940267,0.0,SELECT
11,1000,400,2023-02-03 07:43:22.941265,2023-02-03 07:43:22.966198,0.024933,INSERT
11,1000,400,2023-02-03 07:43:22.968193,2023-02-03 07:43:22.968193,0.0,SELECT
11,1500,500,2023-02-03 07:43:22.969190,2023-02-03 07:43:23.001105,0.031915,INSERT
11,1500,500,2023-02-03 07:43:23.002102,2023-02-03 07:43:23.002102,0.0,SELECT
11,2100,600,2023-02-03 07:43:23.004096,2023-02-03 07:43:23.040998,0.036902,INSERT
11,2100,600,2023-02-03 07:43:23.042993,2023-02-03 07:43:23.042993,0.0,SELECT
11,2800,700,2023-02-03 07:43:23.044987,2023-02-03 07:43:23.086875,0.041888,INSERT
11,2800,700,2023-02-03 07:43:23.088872,2023-02-03 07:43:23.088872,0.0,SELECT
11,3600,800,2023-02-03 07:43:23.090865,2023-02-03 07:43:23.139807,0.048942,INSERT
11,3600,800,2023-02-03 07:43:23.141802,2023-02-03 07:43:23.141802,0.0,SELECT
11,4500,900,2023-02-03 07:43:23.143797,2023-02-03 07:43:23.200238,0.056441,INSERT
11,4500,900,2023-02-03 07:43:23.201235,2023-02-03 07:43:23.202232,0.000997,SELECT
11,5500,1000,2023-02-03 07:43:23.203230,2023-02-03 07:43:23.265064,0.061834,INSERT
11,5500,1000,2023-02-03 07:43:23.267059,2023-02-03 07:43:23.267059,0.0,SELECT
11,6600,1100,2023-02-03 07:43:23.269053,2023-02-03 07:43:23.338833,0.06978,INSERT
11,6600,1100,2023-02-03 07:43:23.340828,2023-02-03 07:43:23.340828,0.0,SELECT
11,7800,1200,2023-02-03 07:43:23.342823,2023-02-03 07:43:23.417622,0.074799,INSERT
11,7800,1200,2023-02-03 07:43:23.419617,2023-02-03 07:43:23.420615,0.000998,SELECT
11,9100,1300,2023-02-03 07:43:23.422609,2023-02-03 07:43:23.504373,0.081764,INSERT
11,9100,1300,2023-02-03 07:43:23.506368,2023-02-03 07:43:23.506368,0.0,SELECT
11,10500,1400,2023-02-03 07:43:23.508362,2023-02-03 07:43:23.596128,0.087766,INSERT
11,10500,1400,2023-02-03 07:43:23.598122,2023-02-03 07:43:23.598122,0.0,SELECT
11,12000,1500,2023-02-03 07:43:23.600117,2023-02-03 07:43:23.696254,0.096137,INSERT
11,12000,1500,2023-02-03 07:43:23.698248,2023-02-03 07:43:23.699245,0.000997,SELECT
11,13600,1600,2023-02-03 07:43:23.701240,2023-02-03 07:43:23.819923,0.118683,INSERT
11,13600,1600,2023-02-03 07:43:23.823915,2023-02-03 07:43:23.824912,0.000997,SELECT
11,15300,1700,2023-02-03 07:43:23.828902,2023-02-03 07:43:23.963539,0.134637,INSERT
11,15300,1700,2023-02-03 07:43:23.966532,2023-02-03 07:43:23.967533,0.001001,SELECT
11,17100,1800,2023-02-03 07:43:23.972515,2023-02-03 07:43:24.110658,0.138143,INSERT
11,17100,1800,2023-02-03 07:43:24.113650,2023-02-03 07:43:24.113650,0.0,SELECT
11,19000,1900,2023-02-03 07:43:24.116642,2023-02-03 07:43:24.243855,0.127213,INSERT
11,19000,1900,2023-02-03 07:43:24.247847,2023-02-03 07:43:24.247847,0.0,SELECT
11,21000,2000,2023-02-03 07:43:24.250836,2023-02-03 07:43:24.386472,0.135636,INSERT
11,21000,2000,2023-02-03 07:43:24.389465,2023-02-03 07:43:24.389465,0.0,SELECT
11,23100,2100,2023-02-03 07:43:24.393455,2023-02-03 07:43:24.530089,0.136634,INSERT
11,23100,2100,2023-02-03 07:43:24.534816,2023-02-03 07:43:24.534816,0.0,SELECT
11,25300,2200,2023-02-03 07:43:24.539803,2023-02-03 07:43:24.717961,0.178158,INSERT
11,25300,2200,2023-02-03 07:43:24.722946,2023-02-03 07:43:24.722946,0.0,SELECT
11,27600,2300,2023-02-03 07:43:24.727935,2023-02-03 07:43:24.889855,0.16192,INSERT
11,27600,2300,2023-02-03 07:43:24.893845,2023-02-03 07:43:24.893845,0.0,SELECT
11,30000,2400,2023-02-03 07:43:24.896836,2023-02-03 07:43:25.044521,0.147685,INSERT
11,30000,2400,2023-02-03 07:43:25.047513,2023-02-03 07:43:25.047513,0.0,SELECT
11,32500,2500,2023-02-03 07:43:25.051503,2023-02-03 07:43:25.228216,0.176713,INSERT
11,32500,2500,2023-02-03 07:43:25.233204,2023-02-03 07:43:25.233204,0.0,SELECT
11,35100,2600,2023-02-03 07:43:25.238190,2023-02-03 07:43:25.484351,0.246161,INSERT
11,35100,2600,2023-02-03 07:43:25.490335,2023-02-03 07:43:25.490335,0.0,SELECT
11,37800,2700,2023-02-03 07:43:25.497317,2023-02-03 07:43:25.732686,0.235369,INSERT
11,37800,2700,2023-02-03 07:43:25.739668,2023-02-03 07:43:25.739668,0.0,SELECT
11,40600,2800,2023-02-03 07:43:25.747647,2023-02-03 07:43:25.976554,0.228907,INSERT
11,40600,2800,2023-02-03 07:43:25.982543,2023-02-03 07:43:25.983538,0.000995,SELECT
11,43500,2900,2023-02-03 07:43:25.989520,2023-02-03 07:43:26.184327,0.194807,INSERT
11,43500,2900,2023-02-03 07:43:26.189313,2023-02-03 07:43:26.189313,0.0,SELECT
11,46500,3000,2023-02-03 07:43:26.194301,2023-02-03 07:43:26.395762,0.201461,INSERT
11,46500,3000,2023-02-03 07:43:26.400749,2023-02-03 07:43:26.400749,0.0,SELECT
11,49600,3100,2023-02-03 07:43:26.406734,2023-02-03 07:43:26.606835,0.200101,INSERT
11,49600,3100,2023-02-03 07:43:26.611822,2023-02-03 07:43:26.611822,0.0,SELECT
11,52800,3200,2023-02-03 07:43:26.616808,2023-02-03 07:43:26.800436,0.183628,INSERT
11,52800,3200,2023-02-03 07:43:26.805423,2023-02-03 07:43:26.805423,0.0,SELECT
11,56100,3300,2023-02-03 07:43:26.811406,2023-02-03 07:43:27.005395,0.193989,INSERT
11,56100,3300,2023-02-03 07:43:27.011378,2023-02-03 07:43:27.011378,0.0,SELECT
11,59500,3400,2023-02-03 07:43:27.017364,2023-02-03 07:43:27.322020,0.304656,INSERT
11,59500,3400,2023-02-03 07:43:27.331993,2023-02-03 07:43:27.334984,0.002991,SELECT
11,63000,3500,2023-02-03 07:43:27.341965,2023-02-03 07:43:27.600274,0.258309,INSERT
11,63000,3500,2023-02-03 07:43:27.606258,2023-02-03 07:43:27.606258,0.0,SELECT
11,66600,3600,2023-02-03 07:43:27.612244,2023-02-03 07:43:27.832348,0.220104,INSERT
11,66600,3600,2023-02-03 07:43:27.838332,2023-02-03 07:43:27.838332,0.0,SELECT
11,70300,3700,2023-02-03 07:43:27.845314,2023-02-03 07:43:28.071276,0.225962,INSERT
11,70300,3700,2023-02-03 07:43:28.078256,2023-02-03 07:43:28.078256,0.0,SELECT
11,74100,3800,2023-02-03 07:43:28.084242,2023-02-03 07:43:28.315325,0.231083,INSERT
11,74100,3800,2023-02-03 07:43:28.322306,2023-02-03 07:43:28.322306,0.0,SELECT
11,78000,3900,2023-02-03 07:43:28.329287,2023-02-03 07:43:28.569543,0.240256,INSERT
11,78000,3900,2023-02-03 07:43:28.576525,2023-02-03 07:43:28.576525,0.0,SELECT
11,82000,4000,2023-02-03 07:43:28.584503,2023-02-03 07:43:28.836333,0.25183,INSERT
11,82000,4000,2023-02-03 07:43:28.843314,2023-02-03 07:43:28.843314,0.0,SELECT
11,86100,4100,2023-02-03 07:43:28.850295,2023-02-03 07:43:29.103787,0.253492,INSERT
11,86100,4100,2023-02-03 07:43:29.110767,2023-02-03 07:43:29.111765,0.000998,SELECT
11,90300,4200,2023-02-03 07:43:29.118745,2023-02-03 07:43:29.395797,0.277052,INSERT
11,90300,4200,2023-02-03 07:43:29.406770,2023-02-03 07:43:29.406770,0.0,SELECT
11,94600,4300,2023-02-03 07:43:29.417738,2023-02-03 07:43:29.798246,0.380508,INSERT
11,94600,4300,2023-02-03 07:43:29.810213,2023-02-03 07:43:29.811211,0.000998,SELECT
11,99000,4400,2023-02-03 07:43:29.828167,2023-02-03 07:43:30.201168,0.373001,INSERT
11,99000,4400,2023-02-03 07:43:30.212141,2023-02-03 07:43:30.212141,0.0,SELECT
11,103500,4500,2023-02-03 07:43:30.224107,2023-02-03 07:43:30.607551,0.383444,INSERT
11,103500,4500,2023-02-03 07:43:30.618523,2023-02-03 07:43:30.618523,0.0,SELECT
11,108100,4600,2023-02-03 07:43:30.629495,2023-02-03 07:43:31.007111,0.377616,INSERT
11,108100,4600,2023-02-03 07:43:31.019078,2023-02-03 07:43:31.020077,0.000999,SELECT
11,112800,4700,2023-02-03 07:43:31.032043,2023-02-03 07:43:31.472219,0.440176,INSERT
11,112800,4700,2023-02-03 07:43:31.488174,2023-02-03 07:43:31.488174,0.0,SELECT
11,117600,4800,2023-02-03 07:43:31.505127,2023-02-03 07:43:31.983845,0.478718,INSERT
11,117600,4800,2023-02-03 07:43:31.999807,2023-02-03 07:43:31.999807,0.0,SELECT
11,122500,4900,2023-02-03 07:43:32.013802,2023-02-03 07:43:32.486893,0.473091,INSERT
11,122500,4900,2023-02-03 07:43:32.500858,2023-02-03 07:43:32.501857,0.000999,SELECT
12,100,100,2023-02-03 07:43:32.522796,2023-02-03 07:43:32.542743,0.019947,INSERT
12,100,100,2023-02-03 07:43:32.546742,2023-02-03 07:43:32.547778,0.001036,SELECT
12,300,200,2023-02-03 07:43:32.551722,2023-02-03 07:43:32.576653,0.024931,INSERT
12,300,200,2023-02-03 07:43:32.579644,2023-02-03 07:43:32.580642,0.000998,SELECT
12,600,300,2023-02-03 07:43:32.583636,2023-02-03 07:43:32.614551,0.030915,INSERT
12,600,300,2023-02-03 07:43:32.616551,2023-02-03 07:43:32.616551,0.0,SELECT
12,1000,400,2023-02-03 07:43:32.619538,2023-02-03 07:43:32.661426,0.041888,INSERT
12,1000,400,2023-02-03 07:43:32.664419,2023-02-03 07:43:32.664419,0.0,SELECT
12,1500,500,2023-02-03 07:43:32.667414,2023-02-03 07:43:32.716286,0.048872,INSERT
12,1500,500,2023-02-03 07:43:32.719273,2023-02-03 07:43:32.720270,0.000997,SELECT
12,2100,600,2023-02-03 07:43:32.723262,2023-02-03 07:43:32.784098,0.060836,INSERT
12,2100,600,2023-02-03 07:43:32.787090,2023-02-03 07:43:32.787090,0.0,SELECT
12,2800,700,2023-02-03 07:43:32.791089,2023-02-03 07:43:32.865679,0.07459,INSERT
12,2800,700,2023-02-03 07:43:32.869669,2023-02-03 07:43:32.870667,0.000998,SELECT
12,3600,800,2023-02-03 07:43:32.873663,2023-02-03 07:43:32.962422,0.088759,INSERT
12,3600,800,2023-02-03 07:43:32.966410,2023-02-03 07:43:32.967412,0.001002,SELECT
12,4500,900,2023-02-03 07:43:32.970400,2023-02-03 07:43:33.062297,0.091897,INSERT
12,4500,900,2023-02-03 07:43:33.065289,2023-02-03 07:43:33.065289,0.0,SELECT
12,5500,1000,2023-02-03 07:43:33.068274,2023-02-03 07:43:33.169005,0.100731,INSERT
12,5500,1000,2023-02-03 07:43:33.171999,2023-02-03 07:43:33.172996,0.000997,SELECT
12,6600,1100,2023-02-03 07:43:33.175991,2023-02-03 07:43:33.284696,0.108705,INSERT
12,6600,1100,2023-02-03 07:43:33.288685,2023-02-03 07:43:33.288685,0.0,SELECT
12,7800,1200,2023-02-03 07:43:33.293672,2023-02-03 07:43:33.417342,0.12367,INSERT
12,7800,1200,2023-02-03 07:43:33.422330,2023-02-03 07:43:33.422330,0.0,SELECT
12,9100,1300,2023-02-03 07:43:33.426359,2023-02-03 07:43:33.563950,0.137591,INSERT
12,9100,1300,2023-02-03 07:43:33.568948,2023-02-03 07:43:33.568948,0.0,SELECT
12,10500,1400,2023-02-03 07:43:33.576915,2023-02-03 07:43:33.722168,0.145253,INSERT
12,10500,1400,2023-02-03 07:43:33.728159,2023-02-03 07:43:33.729152,0.000993,SELECT
12,12000,1500,2023-02-03 07:43:33.732145,2023-02-03 07:43:33.882592,0.150447,INSERT
12,12000,1500,2023-02-03 07:43:33.887577,2023-02-03 07:43:33.888574,0.000997,SELECT
12,13600,1600,2023-02-03 07:43:33.894558,2023-02-03 07:43:34.057714,0.163156,INSERT
